"","V1","V2","V3"
"204",-1.09861228866811,-1.09861228866811,-1.09861228866811
"205",-1.09861228866811,-1.09861228866811,-1.09861228866811
"206",-1.09861228866811,-1.09861228866811,-1.09861228866811
"207",-1.09861228866811,-1.09861228866811,-1.09861228866811
"208",-1.09861228866811,-1.09861228866811,-1.09861228866811
"209",-1.09861228866811,-1.09861228866811,-1.09861228866811
"210",-1.09861228866811,-1.09861228866811,-1.09861228866811
"211",-1.09861228866811,-1.09861228866811,-1.09861228866811
"212",-1.09861228866811,-1.09861228866811,-1.09861228866811
"213",-1.09861228866811,-1.09861228866811,-1.09861228866811
"214",-1.09861228866811,-1.09861228866811,-1.09861228866811
"215",-1.09861228866811,-1.09861228866811,-1.09861228866811
"216",-1.09861228866811,-1.09861228866811,-1.09861228866811
"217",-1.09861228866811,-1.09861228866811,-1.09861228866811
"218",-1.09861228866811,-1.09861228866811,-1.09861228866811
"219",-1.09861228866811,-1.09861228866811,-1.09861228866811
"220",-1.09861228866811,-1.09861228866811,-1.09861228866811
"221",-1.09861228866811,-1.09861228866811,-1.09861228866811
"222",-1.09861228866811,-1.09861228866811,-1.09861228866811
"223",-1.09861228866811,-1.09861228866811,-1.09861228866811
"224",-1.09861228866811,-1.09861228866811,-1.09861228866811
"225",-1.09861228866811,-1.09861228866811,-1.09861228866811
"226",-1.09861228866811,-1.09861228866811,-1.09861228866811
"227",-1.09861228866811,-1.09861228866811,-1.09861228866811
"228",-1.09861228866811,-1.09861228866811,-1.09861228866811
"229",-1.09861228866811,-1.09861228866811,-1.09861228866811
"230",-1.09861228866811,-1.09861228866811,-1.09861228866811
"231",-1.09861228866811,-1.09861228866811,-1.09861228866811
"232",-1.09861228866811,-1.09861228866811,-1.09861228866811
"233",-1.09861228866811,-1.09861228866811,-1.09861228866811
"234",-1.09861228866811,-1.09861228866811,-1.09861228866811
"235",-1.09861228866811,-1.09861228866811,-1.09861228866811
"236",-1.09861228866811,-1.09861228866811,-1.09861228866811
"237",-1.09861228866811,-1.09861228866811,-1.09861228866811
"238",-1.09861228866811,-1.09861228866811,-1.09861228866811
"239",-1.09861228866811,-1.09861228866811,-1.09861228866811
"240",-1.09861228866811,-1.09861228866811,-1.09861228866811
"241",-1.09861228866811,-1.09861228866811,-1.09861228866811
"242",-1.09861228866811,-1.09861228866811,-1.09861228866811
"243",-1.09861228866811,-1.09861228866811,-1.09861228866811
"244",-1.09861228866811,-1.09861228866811,-1.09861228866811
"245",-1.09861228866811,-1.09861228866811,-1.09861228866811
"246",-1.09861228866811,-1.09861228866811,-1.09861228866811
"247",-1.09861228866811,-1.09861228866811,-1.09861228866811
"248",-1.09861228866811,-1.09861228866811,-1.09861228866811
"249",-1.09861228866811,-1.09861228866811,-1.09861228866811
"250",-1.09861228866811,-1.09861228866811,-1.09861228866811
"251",-1.09861228866811,-1.09861228866811,-1.09861228866811
"252",-1.09861228866811,-1.09861228866811,-1.09861228866811
"253",-1.09861228866811,-1.09861228866811,-1.09861228866811
"254",-1.09861228866811,-1.09861228866811,-1.09861228866811
"255",-1.09861228866811,-1.09861228866811,-1.09861228866811
"256",-1.09861228866811,-1.09861228866811,-1.09861228866811
"257",-1.09861228866811,-1.09861228866811,-1.09861228866811
"258",-1.09861228866811,-1.09861228866811,-1.09861228866811
"259",-1.09861228866811,-1.09861228866811,-1.09861228866811
"260",-1.09861228866811,-1.09861228866811,-1.09861228866811
"261",-1.09861228866811,-1.09861228866811,-1.09861228866811
"262",-1.09861228866811,-1.09861228866811,-1.09861228866811
"263",-1.09861228866811,-1.09861228866811,-1.09861228866811
"264",-1.09861228866811,-1.09861228866811,-1.09861228866811
"265",-1.09861228866811,-1.09861228866811,-1.09861228866811
"266",-1.09861228866811,-1.09861228866811,-1.09861228866811
"267",-1.09861228866811,-1.09861228866811,-1.09861228866811
"268",-1.09861228866811,-1.09861228866811,-1.09861228866811
"269",-1.09861228866811,-1.09861228866811,-1.09861228866811
"270",-1.09861228866811,-1.09861228866811,-1.09861228866811
"271",-1.09861228866811,-1.09861228866811,-1.09861228866811
"272",-1.09861228866811,-1.09861228866811,-1.09861228866811
"273",-1.09861228866811,-1.09861228866811,-1.09861228866811
"274",-1.09861228866811,-1.09861228866811,-1.09861228866811
"275",-1.09861228866811,-1.09861228866811,-1.09861228866811
"276",-1.09861228866811,-1.09861228866811,-1.09861228866811
"277",-1.09861228866811,-1.09861228866811,-1.09861228866811
"278",-1.09861228866811,-1.09861228866811,-1.09861228866811
"279",-1.09861228866811,-1.09861228866811,-1.09861228866811
"280",-1.09861228866811,-1.09861228866811,-1.09861228866811
"281",-1.09861228866811,-1.09861228866811,-1.09861228866811
"282",-1.09861228866811,-1.09861228866811,-1.09861228866811
"283",-1.09861228866811,-1.09861228866811,-1.09861228866811
"284",-1.09861228866811,-1.09861228866811,-1.09861228866811
"285",-1.09861228866811,-1.09861228866811,-1.09861228866811
"286",-1.09861228866811,-1.09861228866811,-1.09861228866811
"287",-1.09861228866811,-1.09861228866811,-1.09861228866811
"288",-1.09861228866811,-1.09861228866811,-1.09861228866811
"289",-1.09861228866811,-1.09861228866811,-1.09861228866811
"290",-1.09861228866811,-1.09861228866811,-1.09861228866811
"291",-1.09861228866811,-1.09861228866811,-1.09861228866811
"292",-1.09861228866811,-1.09861228866811,-1.09861228866811
"293",-1.09861228866811,-1.09861228866811,-1.09861228866811
"294",-1.09861228866811,-1.09861228866811,-1.09861228866811
"295",-1.09861228866811,-1.09861228866811,-1.09861228866811
"296",-1.09861228866811,-1.09861228866811,-1.09861228866811
"297",-1.09861228866811,-1.09861228866811,-1.09861228866811
"298",-1.09861228866811,-1.09861228866811,-1.09861228866811
"299",-1.09861228866811,-1.09861228866811,-1.09861228866811
"300",-1.09861228866811,-1.09861228866811,-1.09861228866811
