"","V1","V2","V3"
"1",-1.09861228866811,-1.09861228866811,-1.09861228866811
"2",-1.09861228866811,-1.09861228866811,-1.09861228866811
"3",-1.09861228866811,-1.09861228866811,-1.09861228866811
"4",-1.09861228866811,-1.09861228866811,-1.09861228866811
"5",-1.09861228866811,-1.09861228866811,-1.09861228866811
"6",-1.09861228866811,-1.09861228866811,-1.09861228866811
"7",-1.09861228866811,-1.09861228866811,-1.09861228866811
"8",-1.09861228866811,-1.09861228866811,-1.09861228866811
"9",-1.09861228866811,-1.09861228866811,-1.09861228866811
"10",-1.09861228866811,-1.09861228866811,-1.09861228866811
"11",-1.09861228866811,-1.09861228866811,-1.09861228866811
"12",-1.09861228866811,-1.09861228866811,-1.09861228866811
"13",-1.09861228866811,-1.09861228866811,-1.09861228866811
"14",-1.09861228866811,-1.09861228866811,-1.09861228866811
"15",-1.09861228866811,-1.09861228866811,-1.09861228866811
"16",-1.09861228866811,-1.09861228866811,-1.09861228866811
"17",-1.09861228866811,-1.09861228866811,-1.09861228866811
"18",-1.09861228866811,-1.09861228866811,-1.09861228866811
"19",-1.09861228866811,-1.09861228866811,-1.09861228866811
"20",-1.09861228866811,-1.09861228866811,-1.09861228866811
"21",-1.09861228866811,-1.09861228866811,-1.09861228866811
"22",-1.09861228866811,-1.09861228866811,-1.09861228866811
"23",-1.09861228866811,-1.09861228866811,-1.09861228866811
"24",-1.09861228866811,-1.09861228866811,-1.09861228866811
"25",-1.09861228866811,-1.09861228866811,-1.09861228866811
"26",-1.09861228866811,-1.09861228866811,-1.09861228866811
"27",-1.09861228866811,-1.09861228866811,-1.09861228866811
"28",-1.09861228866811,-1.09861228866811,-1.09861228866811
"29",-1.09861228866811,-1.09861228866811,-1.09861228866811
"30",-1.09861228866811,-1.09861228866811,-1.09861228866811
"31",-1.09861228866811,-1.09861228866811,-1.09861228866811
"32",-1.09861228866811,-1.09861228866811,-1.09861228866811
"33",-1.09861228866811,-1.09861228866811,-1.09861228866811
"34",-1.09861228866811,-1.09861228866811,-1.09861228866811
"35",-1.09861228866811,-1.09861228866811,-1.09861228866811
"36",-1.09861228866811,-1.09861228866811,-1.09861228866811
"37",-1.09861228866811,-1.09861228866811,-1.09861228866811
"38",-1.09861228866811,-1.09861228866811,-1.09861228866811
"39",-1.09861228866811,-1.09861228866811,-1.09861228866811
"40",-1.09861228866811,-1.09861228866811,-1.09861228866811
"41",-1.09861228866811,-1.09861228866811,-1.09861228866811
"42",-1.09861228866811,-1.09861228866811,-1.09861228866811
"43",-1.09861228866811,-1.09861228866811,-1.09861228866811
"44",-1.09861228866811,-1.09861228866811,-1.09861228866811
"45",-1.09861228866811,-1.09861228866811,-1.09861228866811
"46",-1.09861228866811,-1.09861228866811,-1.09861228866811
"47",-1.09861228866811,-1.09861228866811,-1.09861228866811
"48",-1.09861228866811,-1.09861228866811,-1.09861228866811
"49",-1.09861228866811,-1.09861228866811,-1.09861228866811
"50",-1.09861228866811,-1.09861228866811,-1.09861228866811
"51",-1.09861228866811,-1.09861228866811,-1.09861228866811
"52",-1.09861228866811,-1.09861228866811,-1.09861228866811
"53",-1.09861228866811,-1.09861228866811,-1.09861228866811
"54",-1.09861228866811,-1.09861228866811,-1.09861228866811
"55",-1.09861228866811,-1.09861228866811,-1.09861228866811
"56",-1.09861228866811,-1.09861228866811,-1.09861228866811
"57",-1.09861228866811,-1.09861228866811,-1.09861228866811
"58",-1.09861228866811,-1.09861228866811,-1.09861228866811
"59",-1.09861228866811,-1.09861228866811,-1.09861228866811
"60",-1.09861228866811,-1.09861228866811,-1.09861228866811
"61",-1.09861228866811,-1.09861228866811,-1.09861228866811
