"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",-6.10044826166364,-6.08396928058418,-6.06732741742152,-6.05052090706443,-6.0335476488326,-6.0164051959808,-5.99909074390164,-5.98160111832178,-5.96393276121734,-5.94608171633745,-5.92804361329737,-5.90981365038691,-5.89138657580571,-5.8727566677516,-5.8539177124735,-5.83486298094334,-5.81558520311001,-5.79607654089339,-5.77632855794646,-5.75633218811441,-5.7360777001066,-5.7155546605076,-5.6947518927963,-5.67365743376566,-5.65225848608456,-5.63054136714259,-5.60849145439868,-5.58609312539596,-5.56332969450265,-5.54018334401259,-5.51663505060964,-5.49266450640874,-5.46825003485303,-5.44336850059487,-5.4179952137387,-5.39210382845068,-5.36566623578559,-5.33865245030439,-5.31103049235286,-5.28276626434294,-5.25382342381109,-5.2241632531704,-5.19374452797184,-5.16252338603422,-5.13045320044811,-5.09748445960849,-5.06356466107859,-5.02863822468536,-4.99264643503824,-4.95552742580042,-4.91721622115802,-4.87764485681205,-4.83674260675504,-4.79443635510703,-4.7506511583536,-4.70531106351611,-4.65834026443462,-4.60966470493305,-4.55921427131656,-4.5069257585176,-4.45274685063341,-4.39664142247762,-4.33859655324051,-4.27863173925368,-4.2168108983736,-4.15325785589347,-4.08817606351942,-4.02187326986436,-3.95479163122306,-3.88754316839524,-3.8209493059478,-3.75608119531007,-3.69429438447245,-3.6372471946084,-3.58688764412227,-3.54539091498644,-3.51503163258551,-3.49798657109604,-3.49608523654742,-3.51055289892909,-3.54180972288916,-3.5893854682223,-3.65197717985004,-3.7276310388337,-3.81399334558478,-3.90856631019426,-4.00892071057248,-4.11284549076013,-4.21843993897163,-4.32417110287712,-4.4289293881318,-4.53212465213368,-4.63387952144751,-4.73539751446066,-4.8395940325149,-4.95200209535316,-5.08157819692058,-5.23992702879625,-5.43554029015311,-5.65795421448193
